State,Year,Data.Population,Data.Rates.Violent.All,Data.Totals.Violent.All
Vermont,2011,626592,147.6,925
Vermont,2012,626011,142.6,893
Vermont,2013,626630,121.1,759
Vermont,2014,626562,99.3,622
Vermont,2015,626042,118.0,739
Vermont,2016,624594,158.3,989
Vermont,2017,623657,165.8,1034
Vermont,2018,626299,172.0,1077
Vermont,2019,623989,202.2,1262
Virginia,2000,7078515,281.7,19943
Virginia,2001,7196750,291.0,20939
Virginia,2002,7287829,291.7,21256
Virginia,2003,7365284,278.2,20490
Virginia,2004,7481332,275.5,20608
Virginia,2005,7564327,283.0,21434
Virginia,2006,7642884,283.7,21683
Virginia,2007,7712091,272.8,21035
Virginia,2008,7769089,257.8,20031
Virginia,2009,7882590,230.8,18195
Virginia,2010,8023953,214.2,17184
Virginia,2011,8104384,197.6,16014
Virginia,2012,8185867,190.1,15564
Virginia,2013,8260405,196.2,16205
Virginia,2014,8326289,196.2,16340
Virginia,2015,8382993,195.6,16399
Virginia,2016,8411808,217.6,18302
Virginia,2017,8470020,208.2,17632
Virginia,2018,8517685,200.0,17032
Virginia,2019,8535519,208.0,17753
Washington,2000,5894121,369.7,21788
Washington,2001,5993390,354.7,21258
Washington,2002,6067060,345.5,20964
Washington,2003,6131298,346.9,21272
Washington,2004,6207046,343.6,21330
Washington,2005,6291899,346.0,21745
Washington,2006,6395798,348.7,22303
Washington,2007,6468424,336.5,21768
Washington,2008,6549224,334.2,21888
Washington,2009,6664195,336.3,22412
Washington,2010,6742950,313.5,21138
Washington,2011,6823267,295.3,20152
Washington,2012,6897012,295.6,20386
Washington,2013,6971406,289.1,20153
Washington,2014,7061530,285.2,20136
Washington,2015,7170351,284.4,20394
Washington,2016,7288000,302.2,22023
Washington,2017,7405743,304.5,22548
Washington,2018,7535591,311.5,23472
Washington,2019,7614893,293.9,22377
West Virginia,2000,1808344,316.5,5723
West Virginia,2001,1800975,279.6,5035
West Virginia,2002,1804884,233.9,4221
West Virginia,2003,1811440,255.4,4627
West Virginia,2004,1812548,281.9,5110
West Virginia,2005,1814083,274.0,4968
West Virginia,2006,1818470,281.2,5113
West Virginia,2007,1812035,276.8,5016
West Virginia,2008,1814468,275.9,5006
West Virginia,2009,1819777,305.2,5554
West Virginia,2010,1854368,301.2,5586
West Virginia,2011,1854908,296.3,5497
West Virginia,2012,1855413,316.3,5869
West Virginia,2013,1854304,300.3,5568
West Virginia,2014,1850326,302.0,5588
West Virginia,2015,1844128,337.9,6231
West Virginia,2016,1831102,358.1,6557
West Virginia,2017,1815857,350.7,6368
West Virginia,2018,1805832,289.9,5236
West Virginia,2019,1792147,316.6,5674
Wisconsin,2000,5363675,236.8,12700
Wisconsin,2001,5405947,231.0,12486
Wisconsin,2002,5439692,225.0,12238
Wisconsin,2003,5474290,221.1,12104
Wisconsin,2004,5503533,209.8,11548
Wisconsin,2005,5527644,242.0,13367
Wisconsin,2006,5556506,286.1,15899
Wisconsin,2007,5601640,291.5,16330
Wisconsin,2008,5627967,275.5,15507
Wisconsin,2009,5654774,259.1,14650
Wisconsin,2010,5691659,248.9,14167
Wisconsin,2011,5709843,249.9,14268
Wisconsin,2012,5726398,280.5,16064
Wisconsin,2013,5742713,277.9,15961
Wisconsin,2014,5757564,290.3,16714
Wisconsin,2015,5771337,305.8,17647
Wisconsin,2016,5778708,305.9,17679
Wisconsin,2017,5795483,319.9,18539
Wisconsin,2018,5813568,295.4,17176
Wisconsin,2019,5822434,293.2,17070
Wyoming,2000,493782,266.5,1316
Wyoming,2001,493754,257.6,1272
Wyoming,2002,498830,273.4,1364
Wyoming,2003,502111,261.7,1314
Wyoming,2004,505887,229.9,1163
Wyoming,2005,508798,230.0,1172
Wyoming,2006,515004,253.8,1307
Wyoming,2007,522830,257.1,1344
Wyoming,2008,532668,249.7,1330
Wyoming,2009,544270,219.7,1196
Wyoming,2010,564554,197.9,1117
Wyoming,2011,567356,219.4,1245
Wyoming,2012,576412,201.4,1161
Wyoming,2013,582658,205.1,1195
Wyoming,2014,584153,195.5,1142
Wyoming,2015,586107,222.1,1302
Wyoming,2016,585501,244.2,1430
Wyoming,2017,579315,237.5,1376
Wyoming,2018,577737,212.2,1226
Wyoming,2019,578759,217.4,1258
